Date,Adj_Close_AAPL,Close_AAPL,High_AAPL,Low_AAPL,Open_AAPL,Volume_AAPL
2008-01-23,4.185116291046143,4.966785907745361,5.0,4.505000114440918,4.86392879486084,3372969600
2008-01-24,4.080692768096924,4.8428568840026855,5.025000095367432,4.7146430015563965,4.999642848968506,2005866800
2008-01-25,3.912468671798706,4.643214225769043,4.96750020980835,4.628929138183594,4.963929176330566,1554739200
2008-01-28,3.912468671798706,4.643214225769043,4.757143020629883,4.51607084274292,4.57714319229126,1474844000
2008-01-29,3.9585115909576416,4.697856903076172,4.742499828338623,4.60892915725708,4.683928966522217,1099982800
2008-01-30,3.9777722358703613,4.720714092254639,4.837500095367432,4.642857074737549,4.69178581237793,1243051600
2008-01-31,4.073470115661621,4.834286212921143,4.880356788635254,4.621428966522217,4.623213768005371,1345674400
2008-02-01,4.025016784667969,4.776785850524902,4.878213882446289,4.720714092254639,4.865714073181152,1010744000
2008-02-04,3.9618237018585205,4.701786041259766,4.853570938110352,4.693571090698242,4.793213844299316,899234000
2008-02-05,3.8929083347320557,4.619999885559082,4.785714149475098,4.603570938110352,4.658214092254639,1141042000
2008-02-06,3.6714184284210205,4.357142925262451,4.711429119110107,4.348928928375244,4.672500133514404,1573272400
2008-02-07,3.648547410964966,4.329999923706055,4.4564290046691895,4.18821382522583,4.284643173217773,2083331600
2008-02-08,3.776146173477173,4.481429100036621,4.489285945892334,4.3428568840026855,4.360000133514404,1355972800
2008-02-11,3.895616292953491,4.623213768005371,4.6421427726745605,4.5428571701049805,4.571785926818848,1201432400
2008-02-12,3.757486343383789,4.459286212921143,4.6785712242126465,4.414999961853027,4.6678571701049805,1225980000
2008-02-13,3.894110679626465,4.621428966522217,4.635000228881836,4.486785888671875,4.524285793304443,968534000
2008-02-14,3.83573055267334,4.552143096923828,4.67142915725708,4.536070823669434,4.621428966522217,954097200
2008-02-15,3.7505640983581543,4.451070785522461,4.538570880889893,4.430714130401611,4.509643077850342,901300400
2008-02-19,3.676835298538208,4.3635711669921875,4.526785850524902,4.3371429443359375,4.499642848968506,1005046000
2008-02-20,3.7261903285980225,4.42214298248291,4.449999809265137,4.345714092254639,4.364285945892334,967439200
2008-02-21,3.6575751304626465,4.340713977813721,4.516786098480225,4.316429138183594,4.501786231994629,938114800
2008-02-22,3.5949816703796387,4.2664289474487305,4.375357151031494,4.138214111328125,4.37428617477417,1529878000
2008-02-25,3.6034095287323,4.276429176330566,4.291786193847656,4.166429042816162,4.23535680770874,1256774400
2008-02-26,3.5856518745422363,4.255356788635254,4.324643135070801,4.122857093811035,4.2014288902282715,1504888000
2008-02-27,3.7003087997436523,4.3914289474487305,4.3946428298950195,4.21750020980835,4.222499847412109,1475138000
2008-02-28,3.9094583988189697,4.63964319229126,4.721428871154785,4.491786003112793,4.5428571701049805,1618254400
2008-02-29,3.7623023986816406,4.465000152587891,4.650356769561768,4.4571428298950195,4.617499828338623,1255480800
2008-03-03,3.6632943153381348,4.347499847412109,4.49928617477417,4.214285850524902,4.444285869598389,1593043200
2008-03-04,3.750262975692749,4.450714111328125,4.460000038146973,4.300000190734863,4.356785774230957,1785383600
2008-03-05,3.746351718902588,4.446071147918701,4.46928596496582,4.3660712242126465,4.413570880889893,1221836000
2008-03-06,3.639219045639038,4.318929195404053,4.5535712242126465,4.314642906188965,4.450356960296631,1473698800
2008-03-07,3.678940773010254,4.3660712242126465,4.3921427726745605,4.251786231994629,4.300356864929199,1230462800
2008-03-10,3.601902484893799,4.2746429443359375,4.409286022186279,4.263214111328125,4.356429100036621,999588800
2008-03-11,3.8324201107025146,4.548213958740234,4.552856922149658,4.357142925262451,4.432143211364746,1163943200
2008-03-12,3.792694330215454,4.501070976257324,4.595714092254639,4.4703569412231445,4.537143230438232,1059629200
2008-03-13,3.850175619125366,4.569285869598389,4.625,4.392857074737549,4.432143211364746,1262102800
2008-03-14,3.8101515769958496,4.521786212921143,4.653571128845215,4.435713768005371,4.638570785522461,1156640800
2008-03-17,3.8137614727020264,4.526071071624756,4.59250020980835,4.376786231994629,4.376786231994629,1072598800
2008-03-18,3.9970316886901855,4.743570804595947,4.75,4.5953569412231445,4.6135711669921875,1205120000
2008-03-19,3.9022350311279297,4.631071090698242,4.7960710525512695,4.631071090698242,4.75428581237793,1010536800
2008-03-20,4.010573387145996,4.759643077850342,4.760356903076172,4.6135711669921875,4.682857036590576,908787600
2008-03-24,4.198958873748779,4.983213901519775,5.0303568840026855,4.772857189178467,4.786070823669434,1066920400
2008-03-25,4.242595672607422,5.034999847412109,5.110713958740234,4.9046430587768555,4.998570919036865,1052391200
2008-03-26,4.3653764724731445,5.180714130401611,5.204999923706055,5.022857189178467,5.031071186065674,1182084400
2008-03-27,4.220627307891846,5.0089287757873535,5.189642906188965,4.999642848968506,5.176785945892334,999829600
2008-03-28,4.303685188293457,5.107500076293945,5.166070938110352,5.057143211364746,5.064286231994629,714610400
2008-03-31,4.318432331085205,5.125,5.2039289474487305,5.090000152587891,5.116786003112793,768065200
2008-04-01,4.4998955726623535,5.340356826782227,5.34499979019165,5.128929138183594,5.224999904632568,1032567200
2008-04-02,4.438503265380859,5.267499923706055,5.400000095367432,5.208929061889648,5.313570976257324,1044968400
2008-04-03,4.562490463256836,5.414642810821533,5.486785888671875,5.25,5.252142906188965,1051568000
2008-04-04,4.606728553771973,5.4671430587768555,5.525356769561768,5.3839287757873535,5.435357093811035,854417200
2008-04-07,4.69128942489624,5.567500114440918,5.703214168548584,5.539642810821533,5.576070785522461,1158326400
2008-04-08,4.599505424499512,5.458570957183838,5.587500095367432,5.440000057220459,5.48392915725708,1014294400
2008-04-09,4.557374000549316,5.408570766448975,5.496070861816406,5.373570919036865,5.4753570556640625,873398400
2008-04-10,4.650965213775635,5.5196428298950195,5.550714015960693,5.378571033477783,5.397500038146973,955763200
2008-04-11,4.427972793579102,5.255000114440918,5.474999904632568,5.228570938110352,5.454286098480225,1210076000
2008-04-14,4.447231769561768,5.277856826782227,5.330357074737549,5.162143230438232,5.241786003112793,845087600
2008-04-15,4.46528959274292,5.299285888671875,5.347143173217773,5.204286098480225,5.335713863372803,698037200
2008-04-16,4.6253862380981445,5.489285945892334,5.503571033477783,5.37928581237793,5.4185709953308105,795774000
2008-04-17,4.649160385131836,5.517499923706055,5.5714287757873535,5.476786136627197,5.506071090698242,704267200
2008-04-18,4.846271514892578,5.751429080963135,5.795000076293945,5.656428813934326,5.682857036590576,1026765600
2008-04-21,5.060539245605469,6.005713939666748,6.017857074737549,5.7771430015563965,5.793213844299316,1039152800
2008-04-22,4.820993900299072,5.721428871154785,6.0,5.646070957183838,5.978570938110352,1439572400
2008-04-23,4.9019455909729,5.817500114440918,5.887143135070801,5.752857208251953,5.85892915725708,1504190800
2008-04-24,5.084012031555176,6.033570766448975,6.070713996887207,5.685357093811035,5.90500020980835,1696066400
2008-04-25,5.107787132263184,6.06178617477417,6.110713958740234,5.943571090698242,6.096428871154785,992474000
2008-04-28,5.183320045471191,6.151429176330566,6.205357074737549,6.0403571128845215,6.0625,787214400
2008-04-29,5.267884254455566,6.251786231994629,6.273571014404297,6.080357074737549,6.1110711097717285,923476400
2008-04-30,5.234781742095947,6.212500095367432,6.4285712242126465,6.175714015960693,6.292500019073486,1139524400
2008-05-01,5.416848659515381,6.4285712242126465,6.4285712242126465,6.244999885559082,6.248570919036865,903576800
2008-05-02,5.445136547088623,6.4621429443359375,6.497142791748047,6.376786231994629,6.435357093811035,1006082000
2008-05-05,5.55919075012207,6.597499847412109,6.618214130401611,6.466071128845215,6.497142791748047,854557200
2008-05-06,5.617269992828369,6.666429042816162,6.682857036590576,6.506429195404053,6.59499979019165,918870400
2008-05-07,5.494788646697998,6.521070957183838,6.721428871154785,6.447856903076172,6.6446428298950195,1157133600
2008-05-08,5.569121360778809,6.609285831451416,6.660714149475098,6.538214206695557,6.56321382522583,899085600
2008-05-09,5.520671844482422,6.551785945892334,6.580357074737549,6.477499961853027,6.541429042816162,673072400
2008-05-12,5.662411689758301,6.71999979019165,6.745357036590576,6.5303568840026855,6.614643096923828,818563200
2008-05-13,5.716579437255859,6.784286022186279,6.837500095367432,6.709286212921143,6.7360711097717285,823236400
2008-05-14,5.605234146118164,6.6521430015563965,6.865714073181152,6.627500057220459,6.8296427726745605,916823600
2008-05-15,5.709657669067383,6.776071071624756,6.7821431159973145,6.57857084274292,6.671785831451416,873208000
2008-05-16,5.646159648895264,6.700714111328125,6.79642915725708,6.6785712242126465,6.789642810821533,765769200
2008-05-19,5.5251851081848145,6.557143211364746,6.73892879486084,6.474999904632568,6.709286212921143,945820400
2008-05-20,5.594399452209473,6.639286041259766,6.648571014404297,6.432857036590576,6.493570804595947,969850000
2008-05-21,5.3623785972595215,6.36392879486084,6.712500095367432,6.294642925262451,6.631071090698242,1157657200
2008-05-22,5.328071117401123,6.323214054107666,6.476070880889893,6.142857074737549,6.4021430015563965,1206735600
2008-05-23,5.452056884765625,6.4703569412231445,6.499642848968506,6.349999904632568,6.456070899963379,906917200
2008-05-27,5.610349655151367,6.658214092254639,6.658214092254639,6.494286060333252,6.526785850524902,789905200
2008-05-28,5.627804279327393,6.678928852081299,6.712500095367432,6.561429023742676,6.693213939666748,743979600
2008-05-29,5.618174076080322,6.667500019073486,6.721428871154785,6.625,6.670000076293945,647186400
2008-05-30,5.680166721343994,6.7410712242126465,6.769286155700684,6.692142963409424,6.694643020629883,610184400
2008-06-02,5.600417137145996,6.646429061889648,6.773213863372803,6.590356826782227,6.735713958740234,679840000
2008-06-03,5.578451156616211,6.620357036590576,6.721428871154785,6.512143135070801,6.6735711097717285,750520400
2008-06-04,5.573033809661865,6.61392879486084,6.681786060333252,6.543929100036621,6.572143077850342,726983600
2008-06-05,5.700631618499756,6.76535701751709,6.78000020980835,6.632143020629883,6.65500020980835,755445600
2008-06-06,5.586575508117676,6.630000114440918,6.783928871154785,6.626786231994629,6.714285850524902,966422800
2008-06-09,5.465297222137451,6.4860711097717285,6.605000019073486,6.276785850524902,6.599643230438232,1888392800
2008-06-10,5.586575508117676,6.630000114440918,6.670713901519775,6.393570899963379,6.446785926818848,1140941200
2008-06-11,5.441221714019775,6.457499980926514,6.642857074737549,6.413928985595703,6.583570957183838,961550800
2008-06-12,5.214017391204834,6.187857151031494,6.521429061889648,6.114285945892334,6.481785774230957,1308333600
2008-06-13,5.187232494354248,6.156071186065674,6.21999979019165,5.903929233551025,6.130000114440918,1345957200
2008-06-16,5.321752071380615,6.315713882446289,6.353570938110352,6.038214206695557,6.117856979370117,1051730400
2008-06-17,5.459881782531738,6.479642868041992,6.499642848968506,6.336071014404297,6.360713958740234,899656800
2008-06-18,5.379230976104736,6.3839287757873535,6.507143020629883,6.333929061889648,6.468571186065674,811468000
2008-06-19,5.443932056427002,6.460713863372803,6.512143135070801,6.314286231994629,6.376786231994629,791949200
2008-06-20,5.274503231048584,6.259643077850342,6.464285850524902,6.25,6.4053568840026855,888367200
2008-06-23,5.211007118225098,6.184286117553711,6.281428813934326,6.127142906188965,6.240714073181152,645780800
2008-06-24,5.213715553283691,6.1875,6.277856826782227,6.129642963409424,6.156071186065674,621947200
2008-06-25,5.33830451965332,6.335357189178467,6.386785984039307,6.210000038146973,6.2360711097717285,644450800
2008-06-26,5.063548564910889,6.009285926818848,6.244286060333252,6.000357151031494,6.216785907745361,869610000
2008-06-27,5.118621826171875,6.074643135070801,6.091785907745361,5.862500190734863,5.946785926818848,1042249600
2008-06-30,5.038872241973877,5.980000019073486,6.142857074737549,5.950714111328125,6.078214168548584,684196800
2008-07-01,5.256749153137207,6.2385711669921875,6.239999771118164,5.857142925262451,5.865356922149658,1111280800
2008-07-02,5.061142921447754,6.006429195404053,6.337500095367432,6.006429195404053,6.257143020629883,837519200
2008-07-03,5.119522571563721,6.075714111328125,6.148929119110107,5.919642925262451,6.056786060333252,523362000
2008-07-07,5.2711944580078125,6.255713939666748,6.326070785522461,6.139286041259766,6.184286117553711,820391600
2008-07-08,5.4033050537109375,6.412499904632568,6.4178571701049805,6.169285774230957,6.264286041259766,888350400
2008-07-09,5.243810176849365,6.223214149475098,6.461071014404297,6.21928596496582,6.435713768005371,895776000
2008-07-10,5.315434455871582,6.30821418762207,6.333570957183838,6.120357036590576,6.247142791748047,840688800
2008-07-11,5.193552494049072,6.163570880889893,6.325356960296631,6.107142925262451,6.266786098480225,930011600
2008-07-14,5.232675552368164,6.210000038146973,6.403571128845215,6.181428909301758,6.401429176330566,886054400
2008-07-15,5.105076313018799,6.058570861816406,6.204999923706055,5.942500114440918,6.159999847412109,1040043200
2008-07-16,5.200475215911865,6.171785831451416,6.1760711669921875,6.021429061889648,6.07857084274292,747790400
2008-07-17,5.170380592346191,6.13607120513916,6.24928617477417,6.121070861816406,6.2178568840026855,757526000
2008-07-18,4.969956874847412,5.898213863372803,6.058928966522217,5.892857074737549,6.018570899963379,868414400
2008-07-21,5.004265308380127,5.938929080963135,5.982142925262451,5.75428581237793,5.960713863372803,1360469600
2008-07-22,4.8757643699646,5.786428928375244,5.812857151031494,5.233213901519775,5.3214287757873535,1879592400
2008-07-23,5.003361225128174,5.937857151031494,6.013214111328125,5.769999980926514,5.892499923706055,1061768400
2008-07-24,4.785784721374512,5.679643154144287,5.9021430015563965,5.658928871154785,5.868570804595947,839619200
2008-07-25,4.878775119781494,5.789999961853027,5.8214287757873535,5.666070938110352,5.728570938110352,633637200
2008-07-28,4.646452903747559,5.514286041259766,5.802499771118164,5.50071382522583,5.79785680770874,780712800
2008-07-29,4.727102279663086,5.610000133514404,5.694643020629883,5.487500190734863,5.550356864929199,684070800
2008-07-30,4.8113627433776855,5.710000038146973,5.731785774230957,5.574285984039307,5.635000228881836,725183200
2008-07-31,4.7833781242370605,5.676785945892334,5.7928571701049805,5.606429100036621,5.626429080963135,637498400
2008-08-01,4.714463233947754,5.59499979019165,5.713929176330566,5.5625,5.710713863372803,544639200
2008-08-04,4.611242771148682,5.472499847412109,5.639286041259766,5.461071014404297,5.5928568840026855,592527600
2008-08-05,4.8342366218566895,5.737143039703369,5.742856979370117,5.529285907745361,5.550714015960693,688371600
2008-08-06,4.941067695617676,5.86392879486084,5.978570938110352,5.642857074737549,5.713213920593262,791408800
2008-08-07,4.922409534454346,5.841785907745361,5.933928966522217,5.767857074737549,5.811070919036865,672372400
2008-08-08,5.102369785308838,6.055356979370117,6.058928966522217,5.848214149475098,5.852142810821533,713997200
